Package Name,Package Type,Duration,Ratings,Discount,New Prices,Old Prices,Cities,1D Cities,2D Cities,3D Cities,Days,Nights,Discount_num,Ratings_num
Spellbinding Kerala Family Tour Package,Customizable,6 Days & 5 Nights,5 Star,11% Off,14880,16719.0,Munnar (2D)Alleppey (1D)Kovalam (3D),Alleppey,Munnar,Kovalam,6,5,11.0,5
Get Exploring at Kovalam and Kanyakumari,Customizable,4 Days & 3 Nights,3 Star,9% Off,13330,14648.0,Kovalam (2D)Kanyakumari (2D),,"Kovalam, Kanyakumari",,4,3,9.0,3
Exotic Athirapally Honeymoon Tour,Customizable,4 Days & 3 Nights,3 Star,11% Off,11624,13061.0,Athirapally (1D)Munnar (2D)Cochin (1D),"Athirapally, Cochin",Munnar,,4,3,11.0,3
Alluring Kumarakom Alleppey Tour Package,Customizable,3 Days & 2 Nights,4 Star,11% Off,9700,10899.0,Kumarakom (1D)Alleppey (2D),Kumarakom,Alleppey,,3,2,11.0,4
Charming Munnar-Kovalam Honeymoon Tour ,Customizable,5 Days & 4 Nights,3 Star,12% Off,14900,16932.0,Munnar (2D)Kovalam (3D),,Munnar,Kovalam,5,4,12.0,3
"Kerala Honeymoon Package: Munnar, Thekkady, Alleppey ",Customizable,6 Days & 5 Nights,4 Star,7% Off,17019,33803.834131475836,Munnar (2D)Thekkady (1D)Alleppey (1D)Kochi (2D),"Thekkady, Alleppey","Munnar, Kochi",,6,5,7.0,4
Kerala Honeymoon Package For 4 Nights 5 Days ,Customizable,5 Days & 4 Nights,5 Star,9% Off,13299,14300.0,Munnar (2D)Thekkady (1D)Alleppey (2D),Thekkady,"Munnar, Alleppey",,5,4,9.0,5
Captivating Kerala Sightseeing Tour For Family,Customizable,6 Days & 5 Nights,3 Star,7% Off,17062,18749.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kochi (2D),"Thekkady, Alleppey","Munnar, Kochi",,6,5,7.0,3
Wayanad Tour Package For 3 Nights 4 Days,Customizable,4 Days & 3 Nights,3 Star,15% Off,11765,12650.0,Wayanad (4D),,,,4,3,15.0,3
Enchanting Kerala Honeymoon Package,Customizable,5 Days & 4 Nights,4 Star,9% Off,15676,18442.0,Munnar (2D)Thekkady (1D)Kumarakom (1D)Kochi (1D),"Thekkady, Kumarakom, Kochi",Munnar,,5,4,9.0,4
Blissful Kerala Family Package,Customizable,4 Days & 3 Nights,5 Star,9% Off,11159,12263.0,Munnar (2D)Alleppey (2D),,"Munnar, Alleppey",,4,3,9.0,5
"Classic Thekkady, Kumarakom, Kerala Family Package",Customizable,5 Days & 4 Nights,3 Star,7% Off,13435,14764.0,Munnar (2D)Thekkady (1D)Kumarakom (2D),Thekkady,"Munnar, Kumarakom",,5,4,7.0,3
Munnar Tour Package For 3 Nights 4 Days,Customizable,4 Days & 3 Nights,3 Star,9% Off,11765,12650.0,Munnar (3D)Cochin (1D),Cochin,,Munnar,4,3,9.0,3
Intriguing Kerala Family Package,Customizable,6 Days & 5 Nights,3 Star,9% Off,15395,16918.0,Munnar (2D)Thekkady (1D)Kumarakom (1D)Alleppey (2D),"Thekkady, Kumarakom","Munnar, Alleppey",,6,5,9.0,3
Enchanting Kerala Tour,Customizable,4 Days & 3 Nights,3 Star,11% Off,25502,28024.0,Munnar (2D)Alleppey (2D),,"Munnar, Alleppey",,4,3,11.0,3
Bewitching Alleppey-Kovalam Honeymoon Package,Customizable,4 Days & 3 Nights,3 Star,9% Off,12090,13584.0,Alleppey (1D)Kovalam (3D),Alleppey,,Kovalam,4,3,9.0,3
Intimate Kerala Honeymoon Package,Customizable,4 Days & 3 Nights,4 Star,11% Off,28647,31480.0,Munnar (2D)Alleppey (2D),,"Munnar, Alleppey",,4,3,11.0,4
Ecstatic Kerala Tour Package For Family,Customizable,7 Days & 6 Nights,5 Star,8% Off,17915,20129.0,Cochin (1D)Munnar (2D)Thekkady (1D)Kumarakom (3D),"Cochin, Thekkady",Munnar,Kumarakom,7,6,8.0,5
South India Tour Package For 2 Nights 3 Days,Customizable,3 Days & 2 Nights,3 Star,12% Off,12748,13857.0,Munnar (1D)Alleppey (2D),Munnar,Alleppey,,3,2,12.0,3
Joyous Athirapally Honeymoon Package ,Customizable,3 Days & 2 Nights,3 Star,9% Off,6975,7926.0,Cochin (2D)Alleppey (1D),Alleppey,Cochin,,3,2,9.0,3
A Memorable Kochi Sightseeing Tour,Customizable,9 Days & 8 Nights,4 Star,10% Off,31990,35154.0,Kochi (1D)Munnar (2D)Thekkady (1D)Alleppey (1D)Kumarakom (1D)Kovalam (1D)Kanyakumari (1D)Trivandrum (1D),"Kochi, Thekkady, Alleppey, Kumarakom, Kovalam, Kanyakumari, Trivandrum",Munnar,,9,8,10.0,4
Exquisite Munnar-Thekkady-Kumarakom Honeymoon Package,Customizable,6 Days & 5 Nights,5 Star,8% Off,21500,23889.0,Munnar (2D)Thekkady (1D)Kumarakom (3D),Thekkady,Munnar,Kumarakom,6,5,8.0,5
Amazing Kumarakom Houseboat Package,Customizable,5 Days & 4 Nights,3 Star,7% Off,13484,14657.0,Kochi (1D)Kumarakom (1D)Kovalam (3D),"Kochi, Kumarakom",,Kovalam,5,4,7.0,3
Alleppey Local Tour Package,Customizable,2 Days & 1 Nights,3 Star,9% Off,7905,8500.0,Alleppey (1D)Cochin (1D),"Alleppey, Cochin",,,2,1,9.0,3
Alluring Athirapally Honeymoon,Customizable,8 Days & 7 Nights,3 Star,9% Off,25110,27593.0,Athirapally (2D)Munnar (2D)Alleppey (1D)Kovalam (3D),Alleppey,"Athirapally, Munnar",Kovalam,8,7,9.0,3
Enthralling Kerala Tour Package,Customizable,5 Days & 4 Nights,3 Star,12% Off,13019,14307.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,12.0,3
Enrapturing Munnar-Thekkady-Kumarakom Kerala Family Package,Customizable,6 Days & 5 Nights,3 Star,9% Off,14880,16909.0,Munnar (2D)Thekkady (1D)Kumarakom (3D),Thekkady,Munnar,Kumarakom,6,5,9.0,3
Top-Selling Kerala 5 Days Package For A Refreshing Getaway,Customizable,5 Days & 4 Nights,4 Star,11% Off,17000,18681.0,Munnar (2D)Thekkady (1D)Alleppey (2D),Thekkady,"Munnar, Alleppey",,5,4,11.0,4
Buoyant Kerala Family Package ,Customizable,7 Days & 6 Nights,5 Star,12% Off,17075,19185.0,Kochi (1D)Munnar (2D)Thekkady (1D)Kumarakom (1D)Alleppey (2D),"Kochi, Thekkady, Kumarakom","Munnar, Alleppey",,7,6,12.0,5
Enthralling Kochi Munnar Guruvayur Family Tour Package ,Customizable,5 Days & 4 Nights,3 Star,9% Off,17500,19886.0,Cochin (1D)Munnar (2D)Guruvayur (2D),Cochin,"Munnar, Guruvayur",,5,4,9.0,3
Exciting Kochi Sightseeing Tour Packages,Customizable,7 Days & 6 Nights,3 Star,9% Off,19728,21679.0,Kochi (1D)Munnar (2D)Thekkady (1D)Kumarakom (1D)Alleppey (2D),"Kochi, Thekkady, Kumarakom","Munnar, Alleppey",,7,6,9.0,3
"Compelling Thekkady, Munnar, Kerala Family Package",Customizable,5 Days & 4 Nights,3 Star,9% Off,9517,10458.0,Munnar (2D)Thekkady (1D)Cochin (2D),Thekkady,"Munnar, Cochin",,5,4,9.0,3
Relaxing Kerala Tour ,Customizable,4 Days & 3 Nights,3 Star,9% Off,31046,34116.0,Munnar (2D)Alleppey (2D),,"Munnar, Alleppey",,4,3,9.0,3
Splendid Kochi Tourism Package,Customizable,6 Days & 5 Nights,4 Star,9% Off,15809,17373.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kochi (2D),"Thekkady, Alleppey","Munnar, Kochi",,6,5,9.0,4
Astounding Alleppey Tour Package,Customizable,2 Days & 1 Nights,5 Star,9% Off,11671,12825.0,Alleppey (2D),,Alleppey,,2,1,9.0,5
Exotic Thekkady Honeymoon Package,Customizable,4 Days & 3 Nights,3 Star,10% Off,11159,12263.0,Munnar (2D)Thekkady (2D),,"Munnar, Thekkady",,4,3,10.0,3
Riveting Kumarakom Kerala Family Package,Customizable,5 Days & 4 Nights,3 Star,9% Off,12037,13374.0,Munnar (2D)Kumarakom (3D),,Munnar,Kumarakom,5,4,9.0,3
Alleppey: Mosaic Tales,Customizable,3 Days & 2 Nights,3 Star,11% Off,8170,8978.0,Alleppey (3D),,,Alleppey,3,2,11.0,3
Marvellous Munnar Alleppey Kovalam Honeymoon Package,Customizable,6 Days & 5 Nights,4 Star,11% Off,15800,17753.0,Munnar (2D)Alleppey (1D)Kovalam (3D),Alleppey,Munnar,Kovalam,6,5,11.0,4
Picturesque Munnar- Kumarakom Honeymoon Tour ,Customizable,5 Days & 4 Nights,5 Star,9% Off,12749,14325.0,Munnar (2D)Kumarakom (1D)Alleppey (2D),Kumarakom,"Munnar, Alleppey",,5,4,9.0,5
Fun Filled Kochi Tour Package,Customizable,7 Days & 6 Nights,3 Star,10% Off,19195,21093.0,Cochin (1D)Munnar (2D)Alleppey (1D)Kovalam (3D),"Cochin, Alleppey",Munnar,Kovalam,7,6,10.0,3
Marvelous Kovalam Kumarakom Houseboat Honeymoon Package,Customizable,5 Days & 4 Nights,4 Star,9% Off,15675,17417.0,Kovalam (2D)Thanneermukkom (1D)Kumarakom (2D),Thanneermukkom,"Kovalam, Kumarakom",,5,4,9.0,4
Awesome Athirapally Tour Package With Houseboat,Customizable,8 Days & 7 Nights,5 Star,9% Off,25110,27593.0,Vaikom (1D)Alleppey (1D)Thekkady (2D)Athirapally (1D)Cherai (3D),"Vaikom, Alleppey, Athirapally",Thekkady,Cherai,8,7,9.0,5
Get On a Romantic Tour To Kerala,Customizable,5 Days & 4 Nights,3 Star,9% Off,13019,14307.0,Munnar (2D)Thekkady (1D)Alleppey (2D),Thekkady,"Munnar, Alleppey",,5,4,9.0,3
An Aesthetic And Romantic Kochi Tour,Customizable,6 Days & 5 Nights,4 Star,9% Off,16528,18163.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kochi (2D),"Thekkady, Alleppey","Munnar, Kochi",,6,5,9.0,4
Kerala Honeymoon Packages From Chennai,Customizable,4 Days & 3 Nights,3 Star,9% Off,12504,13741.0,Munnar (2D)Alleppey (2D),,"Munnar, Alleppey",,4,3,9.0,3
Enthralling Athirapally Tour Package,Customizable,3 Days & 2 Nights,4 Star,12% Off,6974,7664.0,Athirapally (1D)Alleppey (1D)Cochin (1D),"Athirapally, Alleppey, Cochin",,,3,2,12.0,4
Explore the many charms of Athirapally & Alleppey,Customizable,3 Days & 2 Nights,3 Star,7% Off,8734,9925.0,Chalakudy (1D)Alleppey (2D),Chalakudy,Alleppey,,3,2,7.0,3
Kerala Tour Package For 3 Nights 4 Days,Customizable,4 Days & 3 Nights,4 Star,10% Off,11196,12039.0,Munnar (4D),,,,4,3,10.0,4
Spectacular Kochi Tourism Package,Customizable,4 Days & 3 Nights,5 Star,12% Off,11624,12916.0,Munnar (1D)Thekkady (1D)Cochin (2D),"Munnar, Thekkady",Cochin,,4,3,12.0,5
Soulful Kerala Tour Package,Customizable,6 Days & 5 Nights,3 Star,11% Off,17100,19432.0,Munnar (2D)Alleppey (1D)Kovalam (3D),Alleppey,Munnar,Kovalam,6,5,11.0,3
Panoramic Munnar Honeymoon Package With Kumarakom Houseboat,Customizable,6 Days & 5 Nights,4 Star,8% Off,18300,20562.0,Munnar (2D)Kumarakom (1D)Kovalam (3D),Kumarakom,Munnar,Kovalam,6,5,8.0,4
Kerala Honeymoon Package for 5 Nights 6 Days,Customizable,6 Days & 5 Nights,5 Star,9% Off,17061,18545.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (2D),"Thekkady, Alleppey","Munnar, Cochin",,6,5,9.0,5
Kerala Local Tour Package,Customizable,5 Days & 4 Nights,3 Star,8% Off,14879,16351.0,Munnar (2D)Thekkady (1D)Alleppey (2D),Thekkady,"Munnar, Alleppey",,5,4,8.0,3
Kerala City Tour Package,Customizable,4 Days & 3 Nights,4 Star,12% Off,12090,13141.0,Munnar (2D)Alleppey (2D),,"Munnar, Alleppey",,4,3,12.0,4
Enjoyable Kerala Family Package,Customizable,7 Days & 6 Nights,3 Star,9% Off,18195,20676.0,Cochin (1D)Munnar (2D)Kumarakom (1D)Kovalam (3D),"Cochin, Kumarakom",Munnar,Kovalam,7,6,9.0,3
Amazing Alleppey Family Tour Package,Customizable,2 Days & 1 Nights,4 Star,8% Off,11671,12825.0,Alleppey (2D),,Alleppey,,2,1,8.0,4
Most Popular 4 Nights 5 Days Kerala Tour Packages,Customizable,5 Days & 4 Nights,5 Star,8% Off,13863,15068.0,Munnar (2D)Thekkady (1D)Alleppey (2D),Thekkady,"Munnar, Alleppey",,5,4,8.0,5
A Pleasant Thekkady Tour Package,Customizable,6 Days & 5 Nights,3 Star,9% Off,15809,17184.0,Cherai (1D)Munnar (2D)Thekkady (1D)Alleppey (2D),"Cherai, Thekkady","Munnar, Alleppey",,6,5,9.0,3
Get Mesmerized By Godâs Own Country,Customizable,5 Days & 4 Nights,3 Star,10% Off,13019,14307.0,Munnar (2D)Thekkady (1D)Alleppey (2D),Thekkady,"Munnar, Alleppey",,5,4,10.0,3
Magnificent Alleppey Houseboat Package,Customizable,3 Days & 2 Nights,4 Star,9% Off,6975,7750.0,Athirapally (1D)Alleppey (2D),Athirapally,Alleppey,,3,2,9.0,4
Riveting Kerala Honeymoon Package From Mumbai,Customizable,5 Days & 4 Nights,3 Star,9% Off,15916,17490.0,Munnar (2D)Thekkady (1D)Alleppey (2D),Thekkady,"Munnar, Alleppey",,5,4,9.0,3
Superb Kerala Tour Package From Vadodara,Customizable,5 Days & 4 Nights,4 Star,35% Off,13642,14991.0,Munnar (2D)Thekkady (1D)Alleppey (2D),Thekkady,"Munnar, Alleppey",,5,4,35.0,4
Best Selling Munnar-Kerala Tour Packages for an Exotic Kerala Tour,Customizable,3 Days & 2 Nights,5 Star,9% Off,8838,13658.0,Munnar (3D),,,Munnar,3,2,9.0,5
Splendid Kerala Munnar Tour Package From Bangalore,Customizable,3 Days & 2 Nights,4 Star,9% Off,8530,9374.0,Cochin (1D)Munnar (2D),Cochin,Munnar,,3,2,9.0,4
A Superb Kerala Tour Package From Jaipur,Customizable,6 Days & 5 Nights,3 Star,9% Off,17062,18749.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (2D),"Thekkady, Alleppey","Munnar, Kovalam",,6,5,9.0,3
Rejuvenating Munnar Tour Package From Mumbai,Customizable,4 Days & 3 Nights,3 Star,7% Off,10229,11241.0,Munnar (4D),,,,4,3,7.0,3
Kerala Family Tour Package From Coimbatore,Customizable,4 Days & 3 Nights,4 Star,8% Off,13500,14516.0,Munnar (2D)Alleppey (2D),,"Munnar, Alleppey",,4,3,8.0,4
Kerala Tour Package From Vadodara,Customizable,4 Days & 3 Nights,5 Star,6% Off,13950,15163.0,Munnar (2D)Alleppey (2D),,"Munnar, Alleppey",,4,3,6.0,5
Kerala Tour Package For 5 Days From Bangalore,Customizable,5 Days & 4 Nights,3 Star,9% Off,13862,14747.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,9.0,3
Exciting Munnar Alleppey Honeymoon Package From Bangalore,Customizable,4 Days & 3 Nights,3 Star,9% Off,14395,15819.0,Munnar (2D)Alleppey (2D),,"Munnar, Alleppey",,4,3,9.0,3
Splendid Munnar Thekkady Alleppey Tour Package From Cochin,Customizable,4 Days & 3 Nights,3 Star,6% Off,12999,14285.0,Munnar (1D)Alleppey (3D),Munnar,,Alleppey,4,3,6.0,3
Munnar Tour Package From Mangalore,Customizable,4 Days & 3 Nights,4 Star,7% Off,8980,9553.0,Munnar (3D)Cochin (1D),Cochin,,Munnar,4,3,7.0,4
Munnar Honeymoon Package From Mangalore,Customizable,3 Days & 2 Nights,5 Star,6% Off,6975,7500.0,Munnar (3D),,,Munnar,3,2,6.0,5
Kerala Tour Package From Ernakulam,Customizable,4 Days & 3 Nights,3 Star,8% Off,11625,12367.0,Munnar (2D)Alleppey (2D),,"Munnar, Alleppey",,4,3,8.0,3
Best-Selling Kerala Honeymoon Tour From Hyderabad With Airfare,Customizable,5 Days & 4 Nights,3 Star,6% Off,25500,27717.0,Munnar (2D)Thekkady (1D)Alleppey (2D),Thekkady,"Munnar, Alleppey",,5,4,6.0,3
Munnar Tour Package From Trivandrum,Customizable,3 Days & 2 Nights,4 Star,8% Off,7499,7978.0,Munnar (3D),,,Munnar,3,2,8.0,4
Wayanad Tour Package From Trivandrum,Customizable,4 Days & 3 Nights,3 Star,6% Off,14000,15217.0,Wayanad (4D),,,,4,3,6.0,3
Kerala Tour Package From Vadodara With Airfare,Customizable,4 Days & 3 Nights,3 Star,6% Off,26444,28132.0,Munnar (2D)Alleppey (1D)Cochin (1D),"Alleppey, Cochin",Munnar,,4,3,6.0,3
Wayanad Tour Package For 2 Days From Bangalore,Customizable,2 Days & 1 Nights,3 Star,8% Off,5500,5851.0,Wayanad (2D),,Wayanad,,2,1,8.0,3
Best-Selling Luxury Holidays To Kerala With Unbelievable Deals,Customizable,6 Days & 5 Nights,3 Star,8% Off,24756,26909.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kochi (2D),"Thekkady, Alleppey","Munnar, Kochi",,6,5,8.0,3
Kerala Tour Package From Singapore,Customizable,6 Days & 5 Nights,4 Star,8% Off,15809,17184.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (2D),"Thekkady, Alleppey","Munnar, Cochin",,6,5,8.0,4
The spectacular beauty of Munnar up above the clouds,Customizable,5 Days & 4 Nights,5 Star,8% Off,9765,10614.0,Cochin (1D)Munnar (2D)Guruvayur (2D),Cochin,"Munnar, Guruvayur",,5,4,8.0,5
South India Tour Package From Coimbatore,Customizable,6 Days & 5 Nights,3 Star,8% Off,24156,26256.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (2D),"Thekkady, Alleppey","Munnar, Kovalam",,6,5,8.0,3
An Awesome Tour To Vagamon ,Customizable,3 Days & 2 Nights,3 Star,8% Off,8500,9239.0,Vagamon (3D),,,Vagamon,3,2,8.0,3
An Unforgettable Vagamon Tour ,Customizable,3 Days & 2 Nights,3 Star,13% Off,8500,9239.0,Vagamon (3D),,,Vagamon,3,2,13.0,3
4-Day Kerala Tour: Munnar Hills & Alleppey Houseboat Stay,Customizable,4 Days & 3 Nights,3 Star,15% Off,28275,32500.0,Munnar (2D)Alleppey (1D),Alleppey,Munnar,,4,3,15.0,3
3-Day Refreshing Munnar Tour from Cochin,Customizable,3 Days & 2 Nights,4 Star,12% Off,12325,14500.0,Munnar (2D)Kochi (1D),Kochi,Munnar,,3,2,12.0,4
3 Nights 4 Days Kerala Trip Packages From Pune,Customizable,4 Days & 3 Nights,5 Star,12% Off,13200,15000.0,Munnar (2D)Alleppey (2D),,"Munnar, Alleppey",,4,3,12.0,5
3 Nights 4 Days Kerala Trip Packages From Pune,Customizable,4 Days & 3 Nights,3 Star,10% Off,13200,15000.0,Munnar (2D)Alleppey (2D),,"Munnar, Alleppey",,4,3,10.0,3
5 Nights 6 Days Kerala Trip Packages From Pune,Customizable,6 Days & 5 Nights,3 Star,9% Off,20100,22333.0,Cochin (2D)Munnar (2D)Thekkady (1D)Alleppey (1D),"Thekkady, Alleppey","Cochin, Munnar",,6,5,9.0,3
6 Nights 7 Days Kerala Holiday Packages From Delhi,Customizable,7 Days & 6 Nights,3 Star,12% Off,26500,28993.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (2D)Trivandrum (1D),"Thekkady, Alleppey, Trivandrum","Munnar, Kovalam",,7,6,12.0,3
4 Nights 5 Days Kerala Tour Packages From Delhi,Customizable,5 Days & 4 Nights,3 Star,8% Off,12500,14205.0,Munnar (2D)Thekkady (1D)Alleppey (2D),Thekkady,"Munnar, Alleppey",,5,4,8.0,3
4 Nights 5 Days Kerala Tourism Packages From Delhi,Customizable,5 Days & 4 Nights,3 Star,11% Off,23900,25978.0,Munnar (2D)Thekkady (1D)Alleppey (2D),Thekkady,"Munnar, Alleppey",,5,4,11.0,3
3 Nights 4 Days Kerala Tour Packages From Mumbai,Customizable,4 Days & 3 Nights,3 Star,11% Off,14200,15955.0,Munnar (2D)Alleppey (2D),,"Munnar, Alleppey",,4,3,11.0,3
"Experience Kerala in 5 Days: Munnar, Thekkady, & Houseboat",Customizable,5 Days & 4 Nights,4 Star,8% Off,26166,29400.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kochi (1D),"Thekkady, Alleppey, Kochi",Munnar,,5,4,8.0,4
7-Day Kerala Tour: Houseboat & Beach Adventure,Customizable,7 Days & 6 Nights,5 Star,13% Off,43700,47500.0,Munnar (2D)Alleppey (1D)Varkala (1D)Kovalam (2D)Trivandrum (1D),"Alleppey, Varkala, Trivandrum","Munnar, Kovalam",,7,6,13.0,5
4-Day Kerala Tour: Munnar and Houseboat,Customizable,4 Days & 3 Nights,3 Star,13% Off,26361,30300.0,Munnar (2D)Alleppey (1D)Kochi (1D),"Alleppey, Kochi",Munnar,,4,3,13.0,3
"8-Day Kerala Tour: Munnar, Thekkady, Kovalam, Kanyakumari & Kumarakom",Customizable,8 Days & 7 Nights,3 Star,13% Off,65946,75800.0,Munnar (2D)Thekkady (1D)Kovalam (2D)Kumarakom (2D),Thekkady,"Munnar, Kovalam, Kumarakom",,8,7,13.0,3
4-Day Kerala Tour with Munnar and Alleppey,Customizable,4 Days & 3 Nights,4 Star,8% Off,24795,28500.0,Munnar (2D)Alleppey (1D)Cochin (1D),"Alleppey, Cochin",Munnar,,4,3,8.0,4
4-Day Scenic Kerala Tour with Munnar and Houseboat Stay,Customizable,4 Days & 3 Nights,5 Star,12% Off,51796,56300.0,Munnar (2D)Alleppey (1D)Cochin (1D),"Alleppey, Cochin",Munnar,,4,3,12.0,5
7-Day Kerala Tour with Scenic Hill Stations and Houseboat Stay,Customizable,7 Days & 6 Nights,3 Star,11% Off,43824,49800.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (2D)Trivandrum (1D),"Thekkady, Alleppey, Trivandrum","Munnar, Kovalam",,7,6,11.0,3
3-Day Kerala Tour with Wayanad's Scenic Beauty,Customizable,3 Days & 2 Nights,4 Star,8% Off,20025,22500.0,Wayanad (2D)Waynad (1D),Waynad,Wayanad,,3,2,8.0,4
5-Day Kerala Tour with Munnar and Alleppey Houseboat,Customizable,5 Days & 4 Nights,5 Star,25% Off,113507,123377.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,25.0,5
Exciting Kerala Holiday Package,Customizable,3 Days & 2 Nights,3 Star,10% Off,17500,19444.0,Thekkady (3D),,,Thekkady,3,2,10.0,3
4 Nights 5 Days Kerala Holiday Packages From Hyderabad,Customizable,5 Days & 4 Nights,3 Star,10% Off,62550,69500.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,10.0,3
"5-Day Kerala Tour: Kovalam, Kanyakumari & Trivandrum",Customizable,5 Days & 4 Nights,3 Star,11% Off,27145,30500.0,Kovalam (2D)Trivandrum (1D),Trivandrum,Kovalam,,5,4,11.0,3
"6-Day Kerala Tour: Munnar, Thekkady, and Alleppey",Customizable,6 Days & 5 Nights,4 Star,14% Off,11180,13000.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D)Trivandrum (1D),"Thekkady, Alleppey, Cochin, Trivandrum",Munnar,,6,5,14.0,4
3-Day Kerala Tour: Munnar's Tea Gardens & Waterfalls,Customizable,3 Days & 2 Nights,5 Star,13% Off,35670,41000.0,Munnar (2D)Cochin (1D),Cochin,Munnar,,3,2,13.0,5
4-Day Vibrant Kerala Tour with Munnar and Alleppey Experience,Customizable,4 Days & 3 Nights,3 Star,14% Off,27864,32400.0,Munnar (2D)Alleppey (1D)Cochin (1D),"Alleppey, Cochin",Munnar,,4,3,14.0,3
"5-Day Kerala Tour: Munnar, Thekkady, and Alleppey Houseboat Adventure",Customizable,5 Days & 4 Nights,4 Star,14% Off,36808,42800.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,14.0,4
"4-Day Kerala Adventure: Munnar, Alleppey & Kochi",Customizable,4 Days & 3 Nights,5 Star,14% Off,44290,51500.0,Munnar (2D)Alleppey (1D)Cochin (1D),"Alleppey, Cochin",Munnar,,4,3,14.0,5
Exciting 3-Day Kerala Tour in Wayanad,Customizable,3 Days & 2 Nights,3 Star,8% Off,15824,17200.0,Wayanad (3D),,,Wayanad,3,2,8.0,3
3-Day Kerala Tour: Munnar's Breathtaking Landscapes,Customizable,3 Days & 2 Nights,3 Star,15% Off,29006,34125.0,Munnar (2D)Kochi (1D),Kochi,Munnar,,3,2,15.0,3
4-Day Kerala Tour Covering Munnar and Alleppey,Customizable,4 Days & 3 Nights,3 Star,14% Off,10922,12700.0,Munnar (2D)Alleppey (1D)Cochin (1D),"Alleppey, Cochin",Munnar,,4,3,14.0,3
2-Day Romantic Munnar Escape from Cochin,Customizable,2 Days & 1 Nights,4 Star,13% Off,21663,24900.0,Munnar (1D)Cochin (1D),"Munnar, Cochin",,,2,1,13.0,4
4-Day Kerala Tour with Munnar and Alleppey Houseboat,Customizable,4 Days & 3 Nights,5 Star,9% Off,21840,24000.0,Munnar (2D)Alleppey (1D)Kochi (1D),"Alleppey, Kochi",Munnar,,4,3,9.0,5
"5-Day Kerala Tour with Munnar, Thekkady, and Alleppey",Customizable,5 Days & 4 Nights,3 Star,13% Off,58725,67500.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,13.0,3
6 Day Kerala Tour from Cherai Beach to Alleppey,Customizable,6 Days & 5 Nights,4 Star,8% Off,39560,43000.0,Cherai (1D)Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Cherai, Thekkady, Alleppey, Cochin",Munnar,,6,5,8.0,4
"Kerala Tour: 6 Days of Mountains, Wildlife, and Beaches",Customizable,6 Days & 5 Nights,5 Star,10% Off,12600,14000.0,Munnar (1D)Thekkady (1D)Varkala (1D)Kovalam (2D),"Munnar, Thekkady, Varkala",Kovalam,,6,5,10.0,5
3-Day Kerala Tour with Munnar Highlights,Customizable,3 Days & 2 Nights,3 Star,10% Off,27000,30000.0,Munnar (2D),,Munnar,,3,2,10.0,3
3-Day Kerala Nature & Backwater Tour,Customizable,3 Days & 2 Nights,4 Star,14% Off,14190,16500.0,Thekkady (1D)Alleppey (1D),"Thekkady, Alleppey",,,3,2,14.0,4
Enchanting 3-Day Kerala Tour: Munnar's Natural Wonders,Customizable,3 Days & 2 Nights,5 Star,15% Off,48450,57000.0,Munnar (2D),,Munnar,,3,2,15.0,5
"6-Day Kerala Tour: Munnar, Thekkady, Alleppey & Varkala",Customizable,6 Days & 5 Nights,3 Star,15% Off,11305,13300.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Varkala (1D),"Thekkady, Alleppey, Varkala",Munnar,,6,5,15.0,3
Enjoy a 3-Day Romantic Kerala Tour to Munnar's Scenic Landscapes,Customizable,3 Days & 2 Nights,3 Star,11% Off,9612,10800.0,Munnar (2D)Kochi (1D),Kochi,Munnar,,3,2,11.0,3
4-Day Mesmerizing Kerala Tour Package,Customizable,4 Days & 3 Nights,3 Star,15% Off,22525,26500.0,Munnar (2D),,Munnar,,4,3,15.0,3
