record_id,company_name,industry,country,company_size,month,year,layoffs_count,layoff_percentage,reason_for_layoffs,ai_automation_impact,ai_replacement_risk,open_roles,hiring_trend,remote_jobs_percentage,top_hiring_role,stock_growth_percent,revenue_growth_percent,salary_budget_change,ai_adoption_level,employee_sentiment,job_security_score,market_condition
T131,Stripe,FinTech,Singapore,Enterprise,May,2024,1768.0,6.1,Overhiring Correction,8.2,,2872.0,Moderate Hiring,86.4,Frontend Developer,-2.4,33.5,13.0,5.3,6.5,7.5,Bull Market
T132,Meta,Cybersecurity,Singapore,Big Tech,Oct,2025,2379.0,,Cost Cutting,1.7,4.8,2447.0,Hiring Freeze,28.2,,15.8,50.0,10.1,1.3,9.7,7.5,Stable
T133,Uber,Cybersecurity,UK,Mid-size,Nov,2026,4456.0,10.3,AI Automation,0.9,4.6,326.0,Hiring Freeze,41.0,Data Scientist,88.9,57.5,29.5,1.4,9.0,7.5,Recession
T134,Adobe,Gaming,Germany,Startup,Dec,2024,9964.0,29.1,AI Automation,6.8,7.5,1041.0,Hiring Freeze,51.2,Cybersecurity Analyst,60.6,-5.6,0.9,4.7,5.2,2.4,Recession
T135,Adobe,FinTech,Singapore,Big Tech,Mar,2026,1613.0,0.7,Market Slowdown,5.5,5.0,,Moderate Hiring,20.0,Product Manager,-29.6,16.3,,3.3,7.5,7.7,Bull Market
T136,Anthropic,Cybersecurity,UK,Mid-size,May,2026,621.0,6.8,Market Slowdown,3.9,2.6,5141.0,Moderate Hiring,45.2,DevOps Engineer,82.3,,-10.2,2.4,5.1,7.4,Stable
T137,Microsoft,E-Commerce,USA,Mid-size,Sep,2025,2169.0,8.2,AI Automation,10.5,10.0,2396.0,Moderate Hiring,70.4,Frontend Developer,68.7,,21.2,6.8,8.1,5.6,Bull Market
T138,NVIDIA,AI,UK,Startup,Nov,2026,4430.0,5.6,Market Slowdown,7.0,6.8,5558.0,Aggressive Hiring,17.3,Data Scientist,20.9,-12.2,-6.8,5.9,5.8,6.2,Stable
T139,Stripe,E-Commerce,Singapore,Enterprise,Aug,2024,514.0,3.0,Overhiring Correction,9.4,10.0,1504.0,Hiring Freeze,70.9,Product Manager,17.3,-24.2,-11.8,7.7,6.9,6.0,Bull Market
T140,Palantir,FinTech,Canada,Mid-size,Nov,2025,11047.0,33.6,Market Slowdown,1.6,9.7,280.0,Downsizing,59.2,Data Scientist,5.7,20.8,-0.3,1.9,6.3,4.0,Recession
T141,Oracle,AI,India,,Aug,2024,,2.0,AI Automation,14.1,7.1,2778.0,Moderate Hiring,77.4,Data Scientist,,-14.4,,8.5,7.0,6.5,Bull Market
T142,Airbnb,Cybersecurity,India,Big Tech,Nov,2026,1928.0,12.3,Overhiring Correction,1.8,2.6,4483.0,Hiring Freeze,73.5,Cybersecurity Analyst,34.4,15.9,7.0,3.0,4.8,6.9,Stable
T143,Oracle,Cybersecurity,Singapore,Mid-size,Aug,2026,3047.0,1.9,Restructuring,6.9,7.5,3459.0,Moderate Hiring,76.0,,-34.6,-20.0,-8.8,6.1,7.4,6.1,Stable
T144,Spotify,AI,Singapore,Enterprise,Aug,2024,2066.0,4.4,Market Slowdown,6.2,7.3,2169.0,Hiring Freeze,39.7,,63.2,40.2,23.5,8.1,7.1,6.7,Bull Market
T145,Microsoft,Social Media,UK,Enterprise,May,2024,659.0,7.9,AI Automation,4.9,9.0,274.0,Moderate Hiring,69.2,Frontend Developer,-17.6,23.1,,6.7,5.7,6.5,Bull Market
T146,SAP,AI,Singapore,Mid-size,Jan,2025,3757.0,24.6,Cost Cutting,5.9,10.0,6017.0,Moderate Hiring,79.8,ML Engineer,-19.9,43.2,12.2,6.3,6.3,4.1,Recession
T147,Apple,Gaming,Canada,Mid-size,Oct,2024,1009.0,9.1,Cost Cutting,2.5,1.0,885.0,Downsizing,58.8,Product Manager,56.4,30.8,19.6,1.7,5.5,6.9,Bull Market
T148,Salesforce,Gaming,India,Startup,Mar,2026,1343.0,5.7,Market Slowdown,3.2,7.5,3671.0,Moderate Hiring,70.8,ML Engineer,59.9,,-8.0,3.5,4.1,4.5,Stable
T149,Netflix,AI,,Startup,Jun,2024,1464.0,3.5,Overhiring Correction,8.7,10.0,,Moderate Hiring,63.1,ML Engineer,30.6,54.6,16.4,,,6.8,Bull Market
T150,Salesforce,AI,India,Enterprise,Dec,2025,2361.0,9.8,Overhiring Correction,5.8,10.0,2938.0,Moderate Hiring,34.7,ML Engineer,,,-12.5,7.6,6.8,4.6,Bull Market
T151,Microsoft,Social Media,USA,Big Tech,Sep,2026,,10.5,AI Automation,2.1,4.6,2290.0,Hiring Freeze,,Cybersecurity Analyst,,-18.1,-10.3,1.8,5.6,4.8,Stable
T152,SAP,Cybersecurity,India,Startup,Aug,2026,14368.0,29.4,AI Automation,10.5,10.0,1159.0,Hiring Freeze,33.2,Cloud Engineer,-29.9,5.3,7.6,9.5,6.0,3.2,Recession
T153,Meta,E-Commerce,Germany,Big Tech,Aug,2026,19708.0,13.3,Restructuring,3.9,7.9,425.0,Hiring Freeze,20.1,Data Scientist,-23.2,,5.7,4.1,6.1,5.5,Recession
T154,Amazon,AI,UK,Mid-size,May,2026,2113.0,0.7,Overhiring Correction,6.7,8.8,3274.0,Moderate Hiring,18.4,ML Engineer,66.0,7.3,11.2,6.0,9.0,5.8,Bull Market
T155,Palantir,Social Media,UK,Big Tech,Aug,2026,19939.0,33.4,Overhiring Correction,7.0,10.0,608.0,Hiring Freeze,25.7,Cloud Engineer,25.2,13.0,-0.8,5.7,3.4,3.3,Recession
T156,Oracle,AI,Singapore,Startup,Jul,2025,1282.0,16.9,Cost Cutting,7.2,4.9,8167.0,Moderate Hiring,39.1,ML Engineer,65.8,1.6,,4.3,,6.1,Recession
T157,Oracle,FinTech,Germany,Big Tech,Jun,2025,6126.0,9.6,Market Slowdown,3.5,5.8,3804.0,Hiring Freeze,68.0,Data Scientist,89.6,58.3,24.6,2.1,6.5,8.0,Stable
T158,Spotify,FinTech,India,Big Tech,Feb,2024,2243.0,7.2,Restructuring,2.8,3.4,3747.0,Moderate Hiring,78.7,Data Scientist,28.0,35.4,9.2,1.8,7.4,8.3,Bull Market
T159,Microsoft,Social Media,Singapore,Enterprise,Oct,2026,1249.0,8.2,Overhiring Correction,8.0,5.8,4031.0,Moderate Hiring,17.0,Software Engineer,11.7,52.0,25.7,5.1,6.7,7.8,Bull Market
T160,Salesforce,Social Media,USA,Big Tech,Dec,2024,995.0,7.0,Market Slowdown,7.5,8.1,1130.0,Hiring Freeze,12.5,Frontend Developer,-30.6,1.8,-8.9,4.9,7.2,5.1,Stable
T161,Databricks,FinTech,UK,,Mar,2026,4830.0,16.9,Restructuring,9.0,,1879.0,Hiring Freeze,38.8,Product Manager,58.0,9.7,7.4,6.9,7.6,4.1,Recession
T162,Airbnb,Gaming,USA,Enterprise,Feb,2025,19171.0,29.3,Overhiring Correction,7.4,10.0,456.0,Downsizing,,Cybersecurity Analyst,6.2,-5.7,-9.3,8.3,3.0,2.7,Recession
T163,Airbnb,Gaming,Germany,Startup,Jan,2024,9787.0,8.6,Market Slowdown,8.7,7.9,711.0,Hiring Freeze,78.7,Cloud Engineer,78.0,39.1,23.3,8.2,5.6,7.7,Recession
T164,Adobe,FinTech,UK,Startup,Oct,2026,1659.0,8.3,Restructuring,6.8,10.0,1133.0,Hiring Freeze,19.6,ML Engineer,-9.5,-21.1,-5.8,7.5,4.8,5.2,Bull Market
T165,Amazon,Cloud,Singapore,Startup,Jul,2025,2381.0,7.4,,1.1,5.3,5917.0,Hiring Freeze,81.4,Product Manager,-34.3,-4.6,2.7,1.7,4.4,6.2,Bull Market
T166,Salesforce,Cloud,UK,Enterprise,Oct,2026,2492.0,24.7,AI Automation,6.7,10.0,1062.0,Hiring Freeze,17.5,Cybersecurity Analyst,45.3,45.5,23.4,10.0,6.7,4.9,Recession
T167,Meta,Cloud,India,Startup,May,2025,7581.0,21.9,Restructuring,,10.0,654.0,Hiring Freeze,23.6,Data Scientist,15.1,42.0,15.5,4.9,7.2,4.3,Recession
T168,OpenAI,Cybersecurity,Germany,Big Tech,Sep,2024,6319.0,9.3,Market Slowdown,,6.8,3198.0,Hiring Freeze,88.7,Product Manager,9.9,50.8,9.1,3.1,5.9,7.4,Stable
T169,,,UK,Big Tech,Jan,2024,14778.0,16.9,Restructuring,,10.0,,Moderate Hiring,58.9,Data Scientist,,18.9,-2.8,9.2,4.2,4.3,Recession
T170,Databricks,AI,USA,Mid-size,Mar,2025,5087.0,5.8,Market Slowdown,1.4,1.3,6482.0,Moderate Hiring,13.6,ML Engineer,65.3,-0.8,5.0,1.3,6.6,7.9,Stable
T171,Salesforce,AI,USA,Big Tech,Mar,2024,5492.0,29.6,Restructuring,4.0,10.0,,Hiring Freeze,41.6,Data Scientist,10.5,52.1,19.3,6.2,6.6,4.2,Recession
T172,Palantir,Social Media,India,Enterprise,Dec,2024,2150.0,9.5,Restructuring,,10.0,3941.0,Hiring Freeze,30.6,Frontend Developer,,33.4,7.0,8.4,6.8,6.0,Bull Market
T173,Google,E-Commerce,USA,Enterprise,Oct,2025,2774.0,,Restructuring,6.1,5.1,704.0,Downsizing,70.0,Frontend Developer,42.2,29.9,,4.3,6.6,5.7,Recession
T174,Adobe,AI,Germany,Startup,Oct,2025,6956.0,11.4,Market Slowdown,3.4,,2628.0,Hiring Freeze,15.3,ML Engineer,-25.8,-24.0,-13.5,2.2,4.5,5.4,Stable
T175,Amazon,E-Commerce,USA,Mid-size,Sep,2024,5576.0,3.1,Restructuring,7.5,6.8,5824.0,Moderate Hiring,15.4,Frontend Developer,70.0,9.3,-2.6,6.2,7.2,7.3,Stable
T176,,Social Media,,Mid-size,Feb,2026,3535.0,14.6,AI Automation,9.5,10.0,3334.0,Moderate Hiring,17.9,ML Engineer,-43.3,6.5,-8.1,6.3,5.6,4.8,Stable
T177,Anthropic,Cybersecurity,India,Enterprise,Apr,2024,3080.0,12.0,Cost Cutting,3.6,10.0,3473.0,Moderate Hiring,61.7,ML Engineer,1.0,,-10.2,5.6,4.7,,Stable
T178,Spotify,Cloud,India,Mid-size,Mar,2026,1929.0,34.9,Restructuring,8.0,10.0,1698.0,Downsizing,21.2,Data Scientist,-41.3,18.0,9.3,6.5,4.3,2.1,Recession
T179,SAP,Gaming,Canada,Big Tech,Nov,2025,7591.0,21.3,Cost Cutting,1.3,3.9,294.0,,33.1,Cybersecurity Analyst,-29.3,56.3,13.1,1.3,8.5,7.0,Recession
T180,SAP,AI,Germany,Big Tech,May,2026,19800.0,10.8,AI Automation,10.6,5.8,4807.0,Moderate Hiring,37.2,Data Scientist,,22.1,,8.4,7.8,7.1,Recession
T181,Intel,Cybersecurity,USA,Enterprise,Jan,2024,5773.0,15.1,Market Slowdown,6.9,6.4,582.0,Hiring Freeze,31.6,DevOps Engineer,30.3,4.5,1.4,5.0,4.5,5.2,
T182,Adobe,AI,Singapore,Startup,Aug,2026,14283.0,20.9,Overhiring Correction,,10.0,7905.0,Moderate Hiring,46.9,Data Scientist,-25.0,47.5,20.2,6.6,8.4,4.6,Recession
T183,Meta,E-Commerce,Canada,Mid-size,Sep,2024,6085.0,13.3,AI Automation,7.5,9.8,1710.0,Hiring Freeze,20.0,DevOps Engineer,-7.8,49.6,27.9,6.3,6.0,6.1,Stable
T184,SAP,AI,UK,Startup,Jan,2024,6867.0,32.1,Restructuring,11.2,10.0,9125.0,Moderate Hiring,70.9,ML Engineer,24.0,16.8,,9.8,6.4,4.3,Recession
T185,SAP,Cybersecurity,Canada,Mid-size,May,2025,2070.0,,Restructuring,5.9,8.3,,Moderate Hiring,18.7,Cybersecurity Analyst,14.3,47.0,25.7,4.7,5.8,7.4,Stable
T186,Salesforce,Social Media,Canada,Startup,Feb,2025,14324.0,39.1,AI Automation,4.2,10.0,71.0,Downsizing,65.0,Cybersecurity Analyst,48.5,-13.6,-18.7,5.0,2.9,2.3,Recession
T187,Palantir,Social Media,Germany,Enterprise,Jun,2024,795.0,10.0,Overhiring Correction,5.2,6.0,3041.0,Hiring Freeze,76.3,ML Engineer,-43.1,37.7,20.5,3.5,8.3,6.2,Stable
T188,Apple,FinTech,UK,Big Tech,May,2026,2235.0,6.6,Restructuring,11.3,10.0,3375.0,Moderate Hiring,41.9,Data Scientist,,33.4,5.8,7.8,6.7,,Bull Market
T189,Salesforce,Gaming,India,Startup,Sep,2025,12948.0,30.3,AI Automation,4.1,10.0,1139.0,Downsizing,16.1,Frontend Developer,62.3,35.1,-0.7,6.7,3.9,3.8,Recession
T190,Intel,FinTech,India,Mid-size,Apr,2024,,15.7,,,4.7,5886.0,Hiring Freeze,82.5,DevOps Engineer,19.3,-5.8,-2.4,3.7,7.5,5.5,Stable
T191,Apple,AI,UK,Startup,Nov,2025,16061.0,14.0,Overhiring Correction,5.8,,8651.0,Moderate Hiring,60.0,ML Engineer,47.2,-4.4,0.4,4.2,7.0,5.4,Recession
T192,Apple,Cybersecurity,Germany,Mid-size,Dec,2026,2307.0,1.4,Cost Cutting,8.7,4.9,4245.0,Moderate Hiring,80.6,ML Engineer,52.4,-1.9,-0.1,6.0,5.2,6.2,Bull Market
T193,SAP,AI,Germany,Enterprise,Aug,2026,19193.0,16.8,Market Slowdown,11.0,,,Aggressive Hiring,37.2,ML Engineer,-33.8,54.1,27.1,8.0,5.8,6.2,Recession
T194,SAP,Cloud,Canada,Mid-size,Apr,2025,5671.0,14.4,Overhiring Correction,13.9,10.0,2871.0,Moderate Hiring,84.9,DevOps Engineer,-29.3,-21.4,-7.2,8.8,6.9,4.6,Stable
T195,SAP,E-Commerce,UK,Big Tech,Mar,2024,7318.0,13.3,Overhiring Correction,9.8,10.0,1949.0,Hiring Freeze,20.4,Frontend Developer,82.4,-2.1,-1.8,7.1,6.4,5.6,Recession
T196,Apple,Gaming,UK,Startup,Jun,2026,16206.0,24.0,AI Automation,2.0,5.5,276.0,Downsizing,39.6,DevOps Engineer,58.6,10.4,,1.9,6.8,4.2,Recession
T197,Anthropic,,USA,Enterprise,May,2025,1482.0,7.3,Overhiring Correction,9.1,10.0,1972.0,Hiring Freeze,,ML Engineer,,37.8,12.7,6.9,8.1,6.2,Bull Market
T198,Apple,Gaming,Germany,Startup,Jun,2024,1461.0,5.8,Restructuring,5.1,5.8,2296.0,Moderate Hiring,18.9,DevOps Engineer,-8.9,46.0,10.7,7.4,7.4,7.3,Bull Market
T199,Meta,E-Commerce,Canada,Enterprise,Feb,2025,397.0,4.1,Cost Cutting,1.4,2.0,3453.0,Moderate Hiring,31.3,Frontend Developer,73.5,-21.5,,1.2,7.1,6.5,Bull Market
T200,Google,FinTech,USA,Enterprise,Jan,2025,,1.3,Restructuring,5.2,2.2,2422.0,Hiring Freeze,74.6,ML Engineer,-9.1,-23.5,-12.2,3.4,7.3,6.8,Bull Market
T201,Apple,Gaming,Singapore,Big Tech,Feb,2024,,10.7,Market Slowdown,5.0,7.1,4602.0,Moderate Hiring,11.9,Software Engineer,60.7,41.3,14.5,4.1,7.0,6.4,Stable
T202,Uber,Gaming,India,Big Tech,Apr,2025,488.0,9.4,AI Automation,2.0,1.7,1441.0,Hiring Freeze,56.6,,-12.7,20.1,9.0,1.6,7.4,7.4,Bull Market
T203,,Cloud,Germany,Big Tech,Aug,2026,1552.0,2.3,Overhiring Correction,6.5,6.1,5713.0,Moderate Hiring,35.2,Data Scientist,87.5,,19.4,8.0,6.1,7.4,Bull Market
T204,Google,Social Media,Canada,Mid-size,May,2025,1215.0,31.2,,9.9,10.0,843.0,Downsizing,21.8,ML Engineer,40.2,13.1,-7.3,8.3,6.7,3.3,Recession
T205,Databricks,FinTech,India,Big Tech,Sep,2025,1145.0,6.8,AI Automation,2.2,5.1,2549.0,Hiring Freeze,44.6,Data Scientist,-22.6,12.9,,3.2,5.0,7.4,Bull Market
T206,Anthropic,Cybersecurity,Canada,Startup,Jan,2026,2480.0,,Restructuring,10.1,10.0,4875.0,Aggressive Hiring,86.1,DevOps Engineer,51.1,58.4,26.7,9.8,7.0,6.6,Stable
T207,Intel,,Singapore,Startup,Jun,2024,6554.0,4.6,AI Automation,3.9,5.5,996.0,Moderate Hiring,82.6,Data Scientist,84.6,19.3,19.0,6.3,8.2,6.3,Stable
T208,Stripe,Social Media,UK,Mid-size,Sep,2025,,2.5,Cost Cutting,6.9,,3871.0,Moderate Hiring,71.1,Cybersecurity Analyst,36.4,46.0,26.0,5.3,7.7,8.2,Bull Market
T209,SAP,Social Media,Germany,Mid-size,Dec,2025,1751.0,8.1,AI Automation,6.5,10.0,3037.0,Hiring Freeze,44.3,Data Scientist,,31.3,6.6,8.2,,5.9,Bull Market
T210,Adobe,Cloud,USA,Mid-size,May,2026,1522.0,4.9,Restructuring,10.8,10.0,,Moderate Hiring,70.3,Cybersecurity Analyst,83.4,24.1,10.0,9.3,8.5,5.7,Bull Market
T211,Palantir,E-Commerce,UK,Startup,May,2025,2105.0,29.0,,5.3,10.0,1701.0,Hiring Freeze,12.2,Product Manager,56.5,-5.6,1.2,6.1,3.1,3.3,Recession
T212,Salesforce,FinTech,USA,Enterprise,Dec,2025,5799.0,10.9,Restructuring,3.2,,2529.0,Hiring Freeze,77.2,Frontend Developer,13.1,51.8,25.9,3.0,7.3,7.9,Stable
T213,Salesforce,Cloud,Germany,,Feb,2026,183.0,9.5,Restructuring,6.9,9.8,3418.0,Hiring Freeze,57.5,Cloud Engineer,40.9,6.0,-0.3,8.4,7.9,5.2,Stable
T214,Amazon,E-Commerce,Canada,Mid-size,Jun,2024,12546.0,34.7,AI Automation,1.8,10.0,1077.0,,22.1,Cloud Engineer,27.8,-1.0,-11.4,1.9,2.3,1.8,Recession
T215,Salesforce,Social Media,UK,Enterprise,Mar,2026,924.0,11.0,Restructuring,5.3,9.9,2927.0,Hiring Freeze,28.1,Frontend Developer,-4.0,-5.4,-11.5,7.9,6.9,5.7,Stable
T216,Intel,E-Commerce,USA,Enterprise,May,2026,13707.0,31.7,AI Automation,4.6,8.3,751.0,,75.4,Frontend Developer,-8.4,-14.3,-17.0,3.0,6.0,2.6,Recession
T217,Amazon,Social Media,Singapore,Big Tech,Jan,2024,5241.0,7.7,Overhiring Correction,3.7,3.3,2022.0,Hiring Freeze,70.3,ML Engineer,,,,3.0,7.5,7.1,Stable
T218,SAP,AI,India,Startup,Jun,2025,1583.0,3.0,Overhiring Correction,6.0,4.4,6310.0,Moderate Hiring,50.7,Data Scientist,80.9,45.3,23.3,4.3,9.0,8.1,Bull Market
T219,Meta,Cybersecurity,India,Big Tech,Aug,2024,506.0,,Overhiring Correction,14.3,6.6,880.0,Moderate Hiring,25.6,Cybersecurity Analyst,0.3,58.2,34.1,9.3,9.3,8.6,Stable
T220,Apple,Cybersecurity,UK,Big Tech,Apr,2024,2330.0,,AI Automation,5.8,8.1,1351.0,Hiring Freeze,82.5,Cloud Engineer,60.6,-14.4,0.2,6.1,6.2,5.6,Stable
T221,Netflix,E-Commerce,Canada,Big Tech,May,2025,,25.5,Restructuring,3.2,6.2,332.0,Downsizing,48.6,Data Scientist,84.8,35.7,16.6,,4.9,6.0,Recession
T222,Uber,Cybersecurity,UK,Big Tech,Mar,2024,451.0,6.3,Restructuring,7.9,10.0,5135.0,Moderate Hiring,30.0,Data Scientist,32.2,45.8,28.7,8.3,5.9,7.1,Bull Market
T223,Netflix,,Germany,Startup,Nov,2025,1112.0,8.6,AI Automation,1.5,2.4,951.0,Hiring Freeze,36.7,Cybersecurity Analyst,9.6,-19.2,-3.8,1.5,,5.9,Recession
T224,Palantir,Cybersecurity,UK,Enterprise,Jun,2026,2244.0,0.7,Cost Cutting,5.9,8.4,5403.0,Aggressive Hiring,63.7,ML Engineer,-18.1,10.6,12.6,7.2,5.7,6.1,Bull Market
T225,Microsoft,Cloud,India,Mid-size,Jun,2026,2861.0,16.6,Overhiring Correction,2.1,8.6,2569.0,Hiring Freeze,87.7,Software Engineer,9.5,37.7,,3.5,6.5,5.4,Stable
T226,Intel,E-Commerce,Canada,Mid-size,Feb,2025,8162.0,27.4,Restructuring,,10.0,1865.0,Hiring Freeze,62.5,Data Scientist,36.5,,-21.8,4.6,6.1,2.3,Recession
T227,OpenAI,Cybersecurity,Germany,Big Tech,Mar,2025,4554.0,28.8,AI Automation,,8.5,1792.0,Downsizing,55.1,Data Scientist,45.7,24.6,2.6,1.8,,3.2,Recession
T228,SAP,E-Commerce,Singapore,Enterprise,Mar,2025,1177.0,4.5,Overhiring Correction,3.3,4.5,3164.0,Moderate Hiring,26.2,ML Engineer,49.7,32.8,11.2,2.6,5.7,7.8,Bull Market
T229,Meta,Gaming,USA,Mid-size,Mar,2025,182.0,17.3,Cost Cutting,,6.6,375.0,Hiring Freeze,63.2,ML Engineer,55.3,2.8,5.4,3.3,4.0,5.6,Stable
T230,Intel,Cybersecurity,UK,Startup,Nov,2026,4839.0,8.4,Market Slowdown,12.3,6.5,4056.0,Moderate Hiring,53.8,Product Manager,49.6,,1.9,8.8,7.4,4.7,Stable
T231,Apple,Social Media,UK,Startup,Oct,2026,6119.0,15.9,Cost Cutting,7.7,9.3,345.0,Hiring Freeze,38.4,,-15.9,25.8,12.0,9.2,6.0,5.0,Recession
T232,Netflix,Social Media,Canada,Enterprise,Jan,2024,5370.0,23.8,AI Automation,8.2,10.0,919.0,Hiring Freeze,69.4,Software Engineer,25.4,-19.2,-12.9,9.0,6.2,3.2,Recession
T233,Stripe,FinTech,Singapore,Mid-size,Oct,2026,6488.0,35.7,AI Automation,9.3,10.0,1260.0,Downsizing,46.3,Frontend Developer,-11.5,35.0,4.7,5.8,5.0,3.8,Recession
T234,OpenAI,Social Media,,Enterprise,Aug,2024,15427.0,21.4,Restructuring,10.8,10.0,1278.0,Hiring Freeze,34.1,Cloud Engineer,-37.4,16.7,13.5,9.4,4.2,4.9,Recession
T235,Adobe,E-Commerce,USA,Startup,Jul,2025,1777.0,4.1,Restructuring,7.6,3.8,2232.0,Moderate Hiring,24.9,DevOps Engineer,74.0,44.2,22.5,4.7,6.4,7.7,Bull Market
T236,Uber,FinTech,Canada,Mid-size,Dec,2025,3615.0,8.5,Restructuring,4.6,5.5,2113.0,Moderate Hiring,76.3,Cybersecurity Analyst,,52.7,29.5,3.8,7.2,7.3,Stable
T237,Apple,Gaming,UK,Startup,Aug,2024,2954.0,4.9,Market Slowdown,5.3,7.2,2356.0,Hiring Freeze,50.3,Product Manager,70.9,32.5,21.1,5.6,9.0,7.5,Stable
T238,SAP,Cloud,,Startup,Jul,2026,1308.0,4.6,,5.3,6.6,1847.0,Hiring Freeze,19.4,Cloud Engineer,-44.7,36.1,20.2,5.0,7.8,6.6,Bull Market
T239,Airbnb,Gaming,India,Enterprise,Apr,2024,9912.0,21.3,Restructuring,2.5,5.2,1069.0,Downsizing,56.6,,-16.4,1.4,-11.6,1.8,4.3,4.4,Recession
T240,Anthropic,E-Commerce,Germany,Enterprise,Feb,2025,3553.0,17.3,Overhiring Correction,,7.4,3205.0,Hiring Freeze,79.7,Software Engineer,10.6,39.1,6.5,4.0,6.1,6.1,Stable
T241,SAP,Cloud,India,,May,2025,92.0,5.3,Overhiring Correction,4.5,,3172.0,Moderate Hiring,45.1,Software Engineer,24.2,-15.3,0.7,6.2,6.8,6.3,Bull Market
T242,OpenAI,FinTech,Canada,Startup,Mar,2025,192.0,0.2,Market Slowdown,,5.4,3900.0,Aggressive Hiring,27.8,Frontend Developer,74.0,37.2,23.6,9.6,9.1,,Bull Market
T243,NVIDIA,FinTech,USA,Big Tech,Jun,2026,2472.0,4.9,Market Slowdown,8.6,10.0,4634.0,Moderate Hiring,75.6,Product Manager,20.4,-23.9,-8.4,8.9,6.5,3.8,Bull Market
T244,Amazon,E-Commerce,Canada,Big Tech,Oct,2026,,10.1,Overhiring Correction,5.5,5.3,341.0,Hiring Freeze,77.8,Cloud Engineer,,,4.3,3.5,8.5,5.8,Recession
T245,,Cloud,USA,Big Tech,Sep,2025,1869.0,6.5,Cost Cutting,8.0,8.9,2821.0,Moderate Hiring,40.0,Cybersecurity Analyst,-38.9,4.7,13.3,9.5,6.1,6.4,Stable
T246,Uber,Cybersecurity,Canada,Big Tech,Jan,2024,16240.0,8.2,Cost Cutting,12.8,10.0,1482.0,Moderate Hiring,56.5,Software Engineer,29.0,19.3,6.6,8.6,7.6,6.3,Recession
T247,Salesforce,Gaming,Germany,Big Tech,Jun,2026,1234.0,6.2,Market Slowdown,1.6,1.0,419.0,Downsizing,41.3,ML Engineer,-10.1,,8.0,1.1,8.4,8.7,Bull Market
T248,Netflix,E-Commerce,Canada,Enterprise,Sep,2026,4516.0,30.9,Overhiring Correction,5.3,9.6,1113.0,Hiring Freeze,58.0,Cybersecurity Analyst,,36.6,13.2,5.9,5.9,4.3,Recession
T249,OpenAI,Social Media,Canada,Enterprise,Jun,2025,470.0,15.0,AI Automation,2.9,4.9,4077.0,,52.7,Software Engineer,56.0,-5.9,-5.2,2.2,6.9,5.3,Stable
T250,Oracle,Cybersecurity,,Startup,May,2026,1922.0,27.0,Overhiring Correction,3.1,,437.0,Hiring Freeze,46.9,DevOps Engineer,61.2,40.8,14.9,3.5,4.7,4.0,Recession
T251,Stripe,Cloud,Singapore,Startup,Mar,2026,19965.0,9.1,Overhiring Correction,8.1,5.9,1193.0,Hiring Freeze,,DevOps Engineer,12.9,-7.9,-3.0,5.2,7.0,5.5,Recession
T252,NVIDIA,Cloud,Singapore,Mid-size,Apr,2024,,8.4,Restructuring,6.1,7.5,2935.0,Moderate Hiring,76.1,Data Scientist,81.0,43.1,21.7,7.0,5.6,6.9,Bull Market
T253,,E-Commerce,India,Big Tech,Jul,2026,3850.0,8.7,Overhiring Correction,6.1,9.8,557.0,Hiring Freeze,62.3,Product Manager,-43.1,40.0,18.9,6.1,8.6,5.4,Recession
T254,OpenAI,Gaming,Singapore,Startup,Sep,2024,18642.0,8.2,Overhiring Correction,13.9,9.0,388.0,Moderate Hiring,56.5,ML Engineer,57.2,12.6,11.0,8.5,6.3,5.2,Recession
T255,Salesforce,Social Media,Germany,Big Tech,Aug,2026,6139.0,,Market Slowdown,6.5,9.2,5196.0,Aggressive Hiring,89.7,,42.7,43.4,22.6,6.4,8.1,5.8,Stable
T256,Palantir,,Singapore,Enterprise,Apr,2024,14878.0,35.6,Market Slowdown,3.7,10.0,1416.0,Downsizing,65.3,DevOps Engineer,42.6,-1.6,-15.6,5.1,4.6,2.6,Recession
T257,Palantir,FinTech,India,Enterprise,Dec,2026,4601.0,8.7,Restructuring,3.5,3.9,3675.0,Hiring Freeze,64.8,Product Manager,-21.9,13.6,3.2,2.6,7.5,7.6,Stable
T258,Salesforce,E-Commerce,UK,Enterprise,Oct,2026,189.0,7.8,Overhiring Correction,5.2,8.0,4075.0,Moderate Hiring,16.3,Data Scientist,,25.5,15.3,6.8,5.4,5.8,Stable
T259,NVIDIA,E-Commerce,UK,Mid-size,May,2026,2487.0,16.0,AI Automation,14.5,10.0,1154.0,Hiring Freeze,80.9,Software Engineer,54.6,,5.6,9.2,7.7,3.4,Stable
T260,Intel,E-Commerce,Singapore,Enterprise,Apr,2024,15062.0,27.3,Overhiring Correction,11.7,10.0,415.0,Downsizing,36.8,DevOps Engineer,86.7,44.4,21.2,9.1,7.9,3.8,Recession
T261,Spotify,Cybersecurity,Singapore,Enterprise,Oct,2026,1969.0,4.2,Overhiring Correction,3.5,3.4,2975.0,Hiring Freeze,18.1,Data Scientist,-25.1,57.7,29.3,4.5,10.0,8.5,Bull Market
T262,Airbnb,Cloud,USA,Mid-size,Jan,2024,17575.0,17.6,Restructuring,3.0,4.7,1122.0,Downsizing,38.3,Product Manager,86.7,-10.5,0.2,3.5,6.4,4.1,Recession
